02000116              FARAONA                       KG0000120000048000000000576     10+                                        *
02000117              GALLINA EVISCERATA BUSTO      KG0000180000016500000000297     10+                                        *
02000118              CONIGLIO                      KG0000320000041500000001328     10+                                        *
0100012006297130831011686130805                         00345801                                                               *
02000121              POLLO 'FRASCHETA'             KG0000630000021000000001323     10+                                        *
020001213             COSCIOTTI DI POLLO            KG0001220000021500000002623     10+                                        *
020001215             PETTO DI POLLO                KG0000810000054500000004415     10+                                        *
020001217             COSCE DI TACCHINO             KG0000480000024000000001152     10+                                        *
02000122              POLLO BUSTO EVISC. S. FRATT.  KG0000400000025500000001020     10+                                        *
020001236             FESA TACCHINO S.P.            KG0000990000055500000005495     10+                                        *
02000128              CONIGLIO                      KG0000330000041500000001370     10+                                        *
0100013006297130831011552130801                         00345801                                                               *
02000131              POLLO 'FRASCHETA'             KG0000550000021000000001155     10+                                        *
020001311             ALI NON SEPARATE POLLO        KG0000460000014500000000667     10+                                        *
020001313             COSCIOTTI DI POLLO            KG0001390000021500000002989     10+                                        *
020001315             PETTO DI POLLO                KG0001120000054500000006104     10+                                        *
02000132              POLLO BUSTO EVISC. S. FRATT.  KG0000400000025500000001020     10+                                        *
02000136              FARAONA                       KG0000450000073000000003285     10+                                        *
02000137              GALLINA EVISCERATA BUSTO      KG0000110000015500000000171     10+                                        *
0100014006273130831012903130830                         00345901                                                               *
020001411             ALI NON SEPARATE POLLO        KG0000370000014500000000537     10+                                        *
020001412             POLLO BUSTO EVISC. AR.        KG0011520000028500000032832     10+                                        *
020001413             COSCIOTTI DI POLLO            KG0008230000021500000017695     10+                                        *
020001415             PETTO DI POLLO                KG0005300000054500000028885     10+                                        *
020001416             ALI DI TACCHINO               KG0000350000014500000000508     10+                                        *
020001417             COSCE DI TACCHINO             KG0000460000024000000001104     10+                                        *
020001419             FEGATI                        KG0000100000029500000000295     10+                                        *
020001436             FESA TACCHINO S.P.            KG0003970000055500000022034     10+                                        *
020001443             VENTRIGLI                     KG0000090000029500000000266     10+                                        *
02000147              GALLINA EVISCERATA BUSTO      KG0000710000018000000001278     10+                                        *
020001476             FIOCCO D'ALA                  KG0000200000029500000000590     10+                                        *
020001482             POLLO BUSTO GROSSO EVISC.     KG0001030000024500000002524     10+                                        *
0100015006273130831012684130827                         00345901                                                               *
020001511             ALI NON SEPARATE POLLO        KG0000450000014500000000653     10+                                        *
020001512             POLLO BUSTO EVISC. AR.        KG0005670000028500000016160     10+                                        *
020001513             COSCIOTTI DI POLLO            KG0005020000021500000010793     10+                                        *
020001515             PETTO DI POLLO                KG0004080000054500000022236     10+                                        *
020001517             COSCE DI TACCHINO             KG0000890000024000000002136     10+                                        *
020001519             FEGATI                        KG0000110000029500000000325     10+                                        *
02000152              POLLO BUSTO EVISC. S. FRATT.  KG0000840000025500000002142     10+                                        *
020001520             QUAGLIE                       KG0000171000058500000001000     10+                                        *
020001536             FESA TACCHINO S.P.            KG0003610000055500000020036     10+                                        *
020001543             VENTRIGLI                     KG0000093000029500000000274     10+                                        *
020001576             FIOCCO D'ALA                  KG0000420000029500000001239     10+                                        *
020001582             POLLO BUSTO GROSSO EVISC.     KG0001200000024500000002940     10+                                        *
0100016006273130831012599130826                         00345901                                                               *
020001612             POLLO BUSTO EVISC. AR.        KG0005580000028500000015903     10+                                        *
020001613             COSCIOTTI DI POLLO            KG0004920000021500000010578     10+                                        *
020001615             PETTO DI POLLO                KG0004100000054500000022345     10+                                        *
020001616             ALI DI TACCHINO               KG0000310000014500000000450     10+                                        *
020001617             COSCE DI TACCHINO             KG0000660000024000000001584     10+                                        *
020001619             FEGATI                        KG0000100000029500000000295     10+                                        *
02000162              POLLO BUSTO EVISC. S. FRATT.  KG0001830000025500000004667     10+                                        *
020001636             FESA TACCHINO S.P.            KG0003500000055500000019425     10+                                        *
020001643             VENTRIGLI                     KG0000080000029500000000236     10+                                        *
02000166              FARAONA                       KG0000210000048000000001008     10+                                        *
020001676             FIOCCO D'ALA                  KG0000410000029500000001210     10+                                        *
02000168              CONIGLIO                      KG0000820000041500000003403     10+                                        *
0100017006273130831012516130823                         00345901                                                               *
020001712             POLLO BUSTO EVISC. AR.        KG0009230000028500000026306     10+                                        *
020001713             COSCIOTTI DI POLLO            KG0008590000021500000018469     10+                                        *
020001715             PETTO DI POLLO                KG0007700000054500000041965     10+                                        *
020001716             ALI DI TACCHINO               KG0000240000014500000000348     10+                                        *
020001717             COSCE DI TACCHINO             KG0000460000024000000001104     10+                                        *
020001719             FEGATI                        KG0000170000029500000000502     10+                                        *
020001743             VENTRIGLI                     KG0000130000029500000000384     10+                                        *
02000176              FARAONA                       KG0001740000048000000008352     10+                                        *
020001782             POLLO BUSTO GROSSO EVISC.     KG0001080000024500000002646     10+                                        *
0100018006273130831012348130820                         00345901                                                               *
020001811             ALI NON SEPARATE POLLO        KG0000490000014500000000711     10+                                        *
020001812             POLLO BUSTO EVISC. AR.        KG0007380000028500000021033     10+                                        *
020001813             COSCIOTTI DI POLLO            KG0007260000021500000015609     10+                                        *
020001815             PETTO DI POLLO                KG0004190000054500000022836     10+                                        *
020001816             ALI DI TACCHINO               KG0000350000014500000000508     10+                                        *
020001817             COSCE DI TACCHINO             KG0000430000024000000001032     10+                                        *
020001819             FEGATI                        KG0000100000029500000000295     10+                                        *
02000182              POLLO BUSTO EVISC. S. FRATT.  KG0001760000025500000004488     10+                                        *
020001836             FESA TACCHINO S.P.            KG0004570000055500000025364     10+                                        *
020001843             VENTRIGLI                     KG0000150000029500000000443     10+                                        *
02000187              GALLINA EVISCERATA BUSTO      KG0000910000018000000001638     10+                                        *
020001882             POLLO BUSTO GROSSO EVISC.     KG0001100000024500000002695     10+                                        *
0100019006273130831012279130819                         00345901                                                               *
020001912             POLLO BUSTO EVISC. AR.        KG0005590000028500000015932     10+                                        *
020001913             COSCIOTTI DI POLLO            KG0006050000021500000013008     10+                                        *
020001915             PETTO DI POLLO                KG0003220000054500000017549     10+                                        *
02000193              GALLINA                       KG0000900000016000000001440     10+                                        *
020001936             FESA TACCHINO S.P.            KG0002800000055500000015540     10+                                        *
02000196              FARAONA                       KG0000310000048000000001488     10+                                        *
020001982             POLLO BUSTO GROSSO EVISC.     KG0001110000024500000002720     10+                                        *
0100020006273130831012243130817                         00345901                                                               *
020002012             POLLO BUSTO EVISC. AR.        KG0002730000028500000007781     10+                                        *
020002013             COSCIOTTI DI POLLO            KG0002930000021500000006300     10+                                        *
020002015             PETTO DI POLLO                KG0001150000054500000006268     10+                                        *
0100021006273130831012114130813                         00345901                                                               *
020002112             POLLO BUSTO EVISC. AR.        KG0011190000028500000031892     10+                                        *
020002113             COSCIOTTI DI POLLO            KG0007200000021500000015480     10+                                        *
020002115             PETTO DI POLLO                KG0004000000054500000021800     10+                                        *
020002116             ALI DI TACCHINO               KG0000450000014500000000653     10+                                        *
020002117             COSCE DI TACCHINO             KG0001300000024000000003120     10+                                        *
02000212              POLLO BUSTO EVISC. S. FRATT.  KG0000850000025500000002168     10+                                        *
020002120             QUAGLIE                       KG0000360000058500000002106     10+                                        *
020002136             FESA TACCHINO S.P.            KG0004800000055500000026640     10+                                        *
02000216              FARAONA                       KG0000340000048000000001632     10+                                        *
02000217              GALLINA EVISCERATA BUSTO      KG0001170000018000000002106     10+                                        *
020002176             FIOCCO D'ALA                  KG0000780000029500000002301     10+                                        *
02000218              CONIGLIO                      KG0001550000041500000006433     10+                                        *
020002182             POLLO BUSTO GROSSO EVISC.     KG0001100000024500000002695     10+                                        *
0100022006273130831012006130812                         00345901                                                               *
020002212             POLLO BUSTO EVISC. AR.        KG0005410000028500000015419     10+                                        *
020002213             COSCIOTTI DI POLLO            KG0004160000021500000008944     10+                                        *
020002215             PETTO DI POLLO                KG0003150000054500000017168     10+                                        *
020002219             FEGATI                        KG0000200000029500000000590     10+                                        *
02000222              POLLO BUSTO EVISC. S. FRATT.  KG0000840000025500000002142     10+                                        *
020002220             QUAGLIE                       KG0000162000058500000000948     10+                                        *
02000223              GALLINA                       KG0000700000016000000001120     10+                                        *
020002236             FESA TACCHINO S.P.            KG0002580000055500000014319     10+                                        *
020002243             VENTRIGLI                     KG0000190000029500000000561     10+                                        *
020002276             FIOCCO D'ALA                  KG0000630000029500000001859     10+                                        *
0100023006273130831011945130809                         00345901                                                               *
020002311             ALI NON SEPARATE POLLO        KG0000450000014500000000653     10+                                        *
020002312             POLLO BUSTO EVISC. AR.        KG0010820000028500000030837     10+                                        *
020002313             COSCIOTTI DI POLLO            KG0006260000021500000013459     10+                                        *
020002315             PETTO DI POLLO                KG0004110000054500000022400     10+                                        *
020002317             COSCE DI TACCHINO             KG0000440000024000000001056     10+                                        *
020002319             FEGATI                        KG0000220000029500000000649     10+                                        *
02000232              POLLO BUSTO EVISC. S. FRATT.  KG0000820000025500000002091     10+                                        *
020002336             FESA TACCHINO S.P.            KG0004180000055500000023199     10+                                        *
020002343             VENTRIGLI                     KG0000180000029500000000531     10+                                        *
02000236              FARAONA                       KG0000230000048000000001104     10+                                        *
02000237              GALLINA EVISCERATA BUSTO      KG0000830000016500000001370     10+                                        *
020002376             FIOCCO D'ALA                  KG0000230000029500000000679     10+                                        *
020002382             POLLO BUSTO GROSSO EVISC.     KG0001050000024500000002573     10+                                        *
0100024006273130831011759130806                         00345901                                                               *
020002411             ALI NON SEPARATE POLLO        KG0000510000014500000000740     10+                                        *
020002412             POLLO BUSTO EVISC. AR.        KG0007550000028500000021518     10+                                        *
020002413             COSCIOTTI DI POLLO            KG0006190000021500000013309     10+                                        *
020002415             PETTO DI POLLO                KG0004110000054500000022400     10+                                        *
020002416             ALI DI TACCHINO               KG0000260000014500000000377     10+                                        *
020002417             COSCE DI TACCHINO             KG0000450000024000000001080     10+                                        *
02000242              POLLO BUSTO EVISC. S. FRATT.  KG0000840000025500000002142     10+                                        *
020002436             FESA TACCHINO S.P.            KG0002640000055500000014652     10+                                        *
02000246              FARAONA                       KG0000290000048000000001392     10+                                        *
020002476             FIOCCO D'ALA                  KG0000240000029500000000708     10+                                        *
020002482             POLLO BUSTO GROSSO EVISC.     KG0000920000024500000002254     10+                                        *
0100025006273130831011670130805                         00345901                                                               *
020002512             POLLO BUSTO EVISC. AR.        KG0005610000028500000015989     10+                                        *
020002513             COSCIOTTI DI POLLO            KG0004020000021500000008643     10+                                        *
020002515             PETTO DI POLLO                KG0004230000054500000023054     10+                                        *
020002517             COSCE DI TACCHINO             KG0000480000024000000001152     10+                                        *
020002519             FEGATI                        KG0000100000029500000000295     10+                                        *
02000252              POLLO BUSTO EVISC. S. FRATT.  KG0001680000025500000004284     10+                                        *
020002520             QUAGLIE                       KG0000172000058500000001006     10+                                        *
020002536             FESA TACCHINO S.P.            KG0001770000055500000009824     10+                                        *
02000258              CONIGLIO                      KG0000790000041500000003279     10+                                        *
020002582             POLLO BUSTO GROSSO EVISC.     KG0001010000024500000002475     10+                                        *
0100026006273130831011601130802                         00345901                                                               *
020002611             ALI NON SEPARATE POLLO        KG0000440000014500000000638     10+                                        *
020002612             POLLO BUSTO EVISC. AR.        KG0008940000028500000025479     10+                                        *
020002613             COSCIOTTI DI POLLO            KG0003600000021500000007740     10+                                        *
020002615             PETTO DI POLLO                KG0004510000054500000024580     10+                                        *
020002616             ALI DI TACCHINO               KG0000550000014500000000798     10+                                        *
020002617             COSCE DI TACCHINO             KG0000890000024000000002136     10+                                        *
02000262              POLLO BUSTO EVISC. S. FRATT.  KG0000830000025500000002117     10+                                        *
020002636             FESA TACCHINO S.P.            KG0001990000055500000011045     10+                                        *
02000266              FARAONA                       KG0000270000048000000001296     10+                                        *
02000267              GALLINA EVISCERATA BUSTO      KG0000670000015500000001039     10+                                        *
020002676             FIOCCO D'ALA                  KG0000430000029500000001269     10+                                        *
0100027006313130831012832130829                         00477801                                                               *
020002715             PETTO DI POLLO                KG0001090000054500000005941     10+                                        *
020002719             FEGATI                        KG0000100000029500000000295     10+                                        *
020002736             FESA TACCHINO S.P.            KG0000880000055500000004884     10+                                        *
020002776             FIOCCO D'ALA                  KG0000120000029500000000354     10+                                        *
02000278              CONIGLIO                      KG0000360000041500000001494     10+                                        *
0100028006313130831012651130827                         00477801                                                               *
020002811             ALI NON SEPARATE POLLO        KG0000180000014500000000261     10+                                        *
020002812             POLLO BUSTO EVISC. AR.        KG0000920000028500000002622     10+                                        *
020002813             COSCIOTTI DI POLLO            KG0001380000021500000002967     10+                                        *
020002815             PETTO DI POLLO                KG0000970000054500000005287     10+                                        *
020002816             ALI DI TACCHINO               KG0000180000014500000000261     10+                                        *
020002817             COSCE DI TACCHINO             KG0000240000024000000000576     10+                                        *
020002819             FEGATI                        KG0000110000029500000000325     10+                                        *
02000282              POLLO BUSTO EVISC. S. FRATT.  KG0000800000025500000002040     10+                                        *
020002876             FIOCCO D'ALA                  KG0000130000029500000000384     10+                                        *
0100029006313130831012583130826                         00477801                                                               *
020002920             QUAGLIE                       KG0000166000058500000000971     10+                                        *
020002928             POLLO NOSTRANO                KG0000240000047500000001140     10+                                        *
020002936             FESA TACCHINO S.P.            KG0000810000055500000004496     10+                                        *
02000298              CONIGLIO                      KG0000450000041500000001868     10+                                        *
0100030006313130831012483130822                         00477801                                                               *
020003012             POLLO BUSTO EVISC. AR.        KG0000940000028500000002679     10+                                        *
020003013             COSCIOTTI DI POLLO            KG0001240000021500000002666     10+                                        *
020003015             PETTO DI POLLO                KG0001810000054500000009865     10+                                        *
02000302              POLLO BUSTO EVISC. S. FRATT.  KG0000500000025500000001275     10+                                        *
0100031006313130831012329130820                         00477801                                                               *
020003112             POLLO BUSTO EVISC. AR.        KG0000910000028500000002594     10+                                        *
020003113             COSCIOTTI DI POLLO            KG0002380000021500000005117     10+                                        *
020003115             PETTO DI POLLO                KG0001590000054500000008666     10+                                        *
02000312              POLLO BUSTO EVISC. S. FRATT.  KG0000500000025500000001275     10+                                        *
020003143             VENTRIGLI                     KG0000080000029500000000236     10+                                        *
020003176             FIOCCO D'ALA                  KG0000120000029500000000354     10+                                        *
0100032006313130831012207130816                         00477801                                                               *
020003212             POLLO BUSTO EVISC. AR.        KG0000880000028500000002508     10+                                        *
020003213             COSCIOTTI DI POLLO            KG0001270000021500000002731     10+                                        *
020003215             PETTO DI POLLO                KG0001400000054500000007630     10+                                        *
020003236             FESA TACCHINO S.P.            KG0000900000055500000004995     10+                                        *
020003276             FIOCCO D'ALA                  KG0000260000029500000000767     10+                                        *
02000328              CONIGLIO                      KG0000470000041500000001951     10+                                        *
0100033006313130831012078130813                         00477801                                                               *
020003312             POLLO BUSTO EVISC. AR.        KG0000940000028500000002679     10+                                        *
020003313             COSCIOTTI DI POLLO            KG0001290000021500000002774     10+                                        *
020003315             PETTO DI POLLO                KG0000830000054500000004524     10+                                        *
020003336             FESA TACCHINO S.P.            KG0000820000055500000004551     10+                                        *
020003343             VENTRIGLI                     KG0000096000029500000000283     10+                                        *
0100034006313130831011914130808                         00477801                                                               *
020003412             POLLO BUSTO EVISC. AR.        KG0000950000028500000002708     10+                                        *
020003413             COSCIOTTI DI POLLO            KG0001050000021500000002258     10+                                        *
020003415             PETTO DI POLLO                KG0001220000054500000006649     10+                                        *
02000342              POLLO BUSTO EVISC. S. FRATT.  KG0000430000025500000001097     10+                                        *
020003436             FESA TACCHINO S.P.            KG0001260000055500000006993     10+                                        *
020003476             FIOCCO D'ALA                  KG0000290000029500000000856     10+                                        *
02000348              CONIGLIO                      KG0000390000041500000001619     10+                                        *
020003482             POLLO BUSTO GROSSO EVISC.     KG0000430000024500000001054     10+                                        *
0100035006313130831011726130806                         00477801                                                               *
020003513             COSCIOTTI DI POLLO            KG0001240000021500000002666     10+                                        *
020003515             PETTO DI POLLO                KG0000420000054500000002289     10+                                        *
020003536             FESA TACCHINO S.P.            KG0000810000055500000004496     10+                                        *
020003576             FIOCCO D'ALA                  KG0000120000029500000000354     10+                                        *
02000358              CONIGLIO                      KG0000480000041500000001992     10+                                        *
0100036006313130831011635130802                         00477801                                                               *
020003612             POLLO BUSTO EVISC. AR.        KG0000890000028500000002537     10+                                        *
020003613             COSCIOTTI DI POLLO            KG0001370000021500000002946     10+                                        *
020003615             PETTO DI POLLO                KG0001950000054500000010628     10+                                        *
02000362              POLLO BUSTO EVISC. S. FRATT.  KG0000800000025500000002040     10+                                        *
02000366              FARAONA                       KG0000270000048000000001296     10+                                        *
020003676             FIOCCO D'ALA                  KG0000130000029500000000384     10+                                        *
02000368              CONIGLIO                      KG0000520000041500000002158     10+                                        *
0100037006318130831012857130829                         00533001                                                               *
02000371              POLLO 'FRASCHETA'             KG0001300000021000000002730     10+                                        *
020003711             ALI NON SEPARATE POLLO        KG0000630000014500000000914     10+                                        *
020003712             POLLO BUSTO EVISC. AR.        KG0000930000028500000002651     10+                                        *
020003713             COSCIOTTI DI POLLO            KG0004060000021500000008729     10+                                        *
020003715             PETTO DI POLLO                KG0002000000054500000010900     10+                                        *
0100038006318130831012650130827                         00533001                                                               *
02000381              POLLO 'FRASCHETA'             KG0001370000021000000002877     10+                                        *
020003811             ALI NON SEPARATE POLLO        KG0000620000014500000000899     10+                                        *
020003812             POLLO BUSTO EVISC. AR.        KG0000930000028500000002651     10+                                        *
020003813             COSCIOTTI DI POLLO            KG0002610000021500000005612     10+                                        *
020003815             PETTO DI POLLO                KG0000980000054500000005341     10+                                        *
02000382              POLLO BUSTO EVISC. S. FRATT.  KG0000840000025500000002142     10+                                        *
020003836             FESA TACCHINO S.P.            KG0000970000055500000005384     10+                                        *
02000387              GALLINA EVISCERATA BUSTO      KG0000330000018000000000594     10+                                        *
0100039006318130831012485130822                         00533001                                                               *
020003911             ALI NON SEPARATE POLLO        KG0000670000014500000000972     10+                                        *
020003912             POLLO BUSTO EVISC. AR.        KG0000900000028500000002565     10+                                        *
020003913             COSCIOTTI DI POLLO            KG0003600000021500000007740     10+                                        *
020003915             PETTO DI POLLO                KG0001850000054500000010083     10+                                        *
02000392              POLLO BUSTO EVISC. S. FRATT.  KG0000960000025500000002448     10+                                        *
020003936             FESA TACCHINO S.P.            KG0000900000055500000004995     10+                                        *
0100040006318130831012328130820                         00533001                                                               *
02000401              POLLO 'FRASCHETA'             KG0001330000021000000002793     10+                                        *
020004011             ALI NON SEPARATE POLLO        KG0000510000014500000000740     10+                                        *
020004012             POLLO BUSTO EVISC. AR.        KG0000920000028500000002622     10+                                        *
020004013             COSCIOTTI DI POLLO            KG0002360000021500000005074     10+                                        *
020004015             PETTO DI POLLO                KG0000900000054500000004905     10+                                        *
02000406              FARAONA                       KG0000260000048000000001248     10+                                        *
02000408              CONIGLIO                      KG0000770000041500000003196     10+                                        *
0100041006318130831012206130816                         00533001                                                               *
020004111             ALI NON SEPARATE POLLO        KG0000620000014500000000899     10+                                        *
020004112             POLLO BUSTO EVISC. AR.        KG0000900000028500000002565     10+                                        *
020004113             COSCIOTTI DI POLLO            KG0002320000021500000004988     10+                                        *
020004115             PETTO DI POLLO                KG0000950000054500000005178     10+                                        *
02000412              POLLO BUSTO EVISC. S. FRATT.  KG0000930000025500000002372     10+                                        *
020004136             FESA TACCHINO S.P.            KG0000880000055500000004884     10+                                        *
02000417              GALLINA EVISCERATA BUSTO      KG0000460000018000000000828     10+                                        *
02000418              CONIGLIO                      KG0000760000041500000003154     10+                                        *
0100042006318130831012077130813                         00533001                                                               *
020004211             ALI NON SEPARATE POLLO        KG0000590000014500000000856     10+                                        *
020004212             POLLO BUSTO EVISC. AR.        KG0000970000028500000002765     10+                                        *
020004213             COSCIOTTI DI POLLO            KG0002520000021500000005418     10+                                        *
020004215             PETTO DI POLLO                KG0001720000054500000009374     10+                                        *
02000422              POLLO BUSTO EVISC. S. FRATT.  KG0000830000025500000002117     10+                                        *
020004236             FESA TACCHINO S.P.            KG0000910000055500000005051     10+                                        *
0100043006318130831011915130808                         00533001                                                               *
02000431              POLLO 'FRASCHETA'             KG0001120000021000000002352     10+                                        *
020004312             POLLO BUSTO EVISC. AR.        KG0000850000028500000002423     10+                                        *
020004315             PETTO DI POLLO                KG0001990000054500000010846     10+                                        *
02000432              POLLO BUSTO EVISC. S. FRATT.  KG0000920000025500000002346     10+                                        *
020004336             FESA TACCHINO S.P.            KG0000900000055500000004995     10+                                        *
02000438              CONIGLIO                      KG0000710000041500000002947     10+                                        *
0100044006318130831011727130806                         00533001                                                               *
02000441              POLLO 'FRASCHETA'             KG0001120000021000000002352     10+                                        *
020004411             ALI NON SEPARATE POLLO        KG0000520000014500000000754     10+                                        *
020004412             POLLO BUSTO EVISC. AR.        KG0000930000028500000002651     10+                                        *
020004413             COSCIOTTI DI POLLO            KG0002480000021500000005332     10+                                        *
020004415             PETTO DI POLLO                KG0000930000054500000005069     10+                                        *
02000442              POLLO BUSTO EVISC. S. FRATT.  KG0000790000025500000002015     10+                                        *
02000446              FARAONA                       KG0000260000048000000001248     10+                                        *
02000448              CONIGLIO                      KG0000850000041500000003528     10+                                        *
0100045006318130831011637130802                         00533001                                                               *
020004512             POLLO BUSTO EVISC. AR.        KG0000880000028500000002508     10+                                        *
020004513             COSCIOTTI DI POLLO            KG0001370000021500000002946     10+                                        *
020004515             PETTO DI POLLO                KG0000990000054500000005396     10+                                        *
020004517             COSCE DI TACCHINO             KG0000560000024000000001344     10+                                        *
02000457              GALLINA EVISCERATA BUSTO      KG0000200000015500000000310     10+                                        *
02000458              CONIGLIO                      KG0000810000041500000003362     10+                                        *
